seg_id	seg_chrom	seg_start	seg_end	seg_name	seg_strand	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_readcount
chr13:45645031-45645131	chr13	45645031	45645131	L1PA2_dup4093	.	0	71	5	0.0	16	66	5	5	0.9295774647887324	16	2	77	6	0.02531645569620253	17	75	3	7	0.9615384615384616	17	7	191	15	0.03535353535353535	45	186	10	17	0.9489795918367347	45
chr1:59653679-59653779	chr1	59653679	59653779	L1PA2_dup41	.	7	70	6	0.09090909090909091	17	65	12	6	0.8441558441558441	17	5	51	12	0.08928571428571429	14	49	8	11	0.8596491228070176	14	9	208	33	0.041474654377880185	53	201	15	34	0.9305555555555556	53
chr2:62835479-62835579	chr2	62835479	62835579	L1PA2_dup410	.	7	88	13	0.07368421052631578	19	82	14	12	0.8541666666666666	19	14	100	16	0.12280701754385964	22	100	14	16	0.8771929824561403	22	5	239	18	0.020491803278688523	46	233	7	22	0.9708333333333333	46
chr13:49158435-49158535	chr13	49158435	49158535	L1PA2_dup4101	.	10	93	9	0.0970873786407767	18	84	19	9	0.8155339805825242	18	22	149	15	0.1286549707602339	30	105	68	13	0.6069364161849711	30	3	314	24	0.00946372239747634	53	307	8	26	0.9746031746031746	53
chr13:50186230-50186330	chr13	50186230	50186330	L1PA2_dup4102	.	4	106	12	0.03636363636363636	25	92	21	9	0.8141592920353983	25	7	69	3	0.09210526315789473	16	53	23	3	0.6973684210526315	16	4	179	28	0.02185792349726776	44	172	11	28	0.9398907103825137	44
chr13:52275559-52275659	chr13	52275559	52275659	L1PA2_dup4105	.	11	92	6	0.10679611650485436	19	81	21	7	0.7941176470588235	19	15	102	12	0.1282051282051282	22	86	32	11	0.7288135593220338	22	3	315	21	0.009433962264150943	59	307	9	23	0.9715189873417721	59
chr2:66177171-66177271	chr2	66177171	66177271	L1PA2_dup413	.	5	165	10	0.029411764705882353	27	143	24	13	0.8562874251497006	27	3	149	14	0.019736842105263157	25	148	4	14	0.9736842105263158	25	1	272	15	0.003663003663003663	42	270	1	17	0.996309963099631	42
chr13:93496437-93496537	chr13	93496437	93496537	L1PA2_dup4181	.	10	49	7	0.1694915254237288	14	42	16	8	0.7241379310344828	14	11	65	3	0.14473684210526316	16	51	25	3	0.6710526315789473	16	10	214	12	0.044642857142857144	49	189	35	12	0.84375	49
chr13:95740737-95740837	chr13	95740737	95740837	L1PA2_dup4189	.	29	60	8	0.3258426966292135	17	48	40	9	0.5454545454545454	17	13	83	8	0.13541666666666666	20	49	48	7	0.5051546391752577	20	14	267	17	0.0498220640569395	53	258	21	19	0.9247311827956989	53
chr13:100698083-100698183	chr13	100698083	100698183	L1PA2_dup4196	.	22	171	11	0.11398963730569948	35	158	36	10	0.8144329896907216	35	8	110	9	0.06779661016949153	22	104	15	8	0.8739495798319328	22	7	203	24	0.03333333333333333	41	190	14	30	0.9313725490196079	41
chr13:106213541-106213641	chr13	106213541	106213641	L1PA2_dup4201	.	8	140	5	0.05405405405405406	26	130	17	6	0.8843537414965986	26	16	112	15	0.125	25	105	23	15	0.8203125	25	21	223	28	0.0860655737704918	49	207	34	31	0.8589211618257261	49
chr13:107926606-107926706	chr13	107926606	107926706	L1PA2_dup4208	.	2	76	7	0.02564102564102564	22	62	16	7	0.7948717948717948	22	2	44	6	0.043478260869565216	17	43	3	6	0.9347826086956522	17	6	210	18	0.027777777777777776	60	204	11	19	0.9488372093023256	60
chr14:37356833-37356933	chr14	37356833	37356933	L1PA2_dup4210	.	0	96	6	0.0	26	90	6	6	0.9375	26	1	62	5	0.015873015873015872	16	57	5	6	0.9193548387096774	16	2	173	22	0.011428571428571429	50	165	9	23	0.9482758620689655	50
chr14:25784772-25784872	chr14	25784772	25784872	L1PA2_dup4226	.	0	64	4	0.0	12	54	10	4	0.84375	12	10	115	9	0.08	23	110	14	10	0.8870967741935484	23	4	303	19	0.013029315960912053	56	293	13	20	0.9575163398692811	56
chr14:26635199-26635299	chr14	26635199	26635299	L1PA2_dup4229	.	8	50	13	0.13793103448275862	15	45	14	12	0.7627118644067796	15	11	86	11	0.1134020618556701	22	83	13	12	0.8645833333333334	22	6	227	18	0.02575107296137339	52	220	11	20	0.9523809523809523	52
chr2:72063976-72064076	chr2	72063976	72064076	L1PA2_dup423	.	7	74	8	0.08641975308641975	18	60	19	10	0.759493670886076	18	8	91	7	0.08080808080808081	23	83	14	9	0.8556701030927835	23	11	184	24	0.05641025641025641	46	180	11	28	0.9424083769633508	46
chr14:26679274-26679374	chr14	26679274	26679374	L1PA2_dup4230	.	2	57	4	0.03389830508474576	22	52	7	4	0.8813559322033898	22	1	52	5	0.018867924528301886	21	49	4	5	0.9245283018867925	21	2	130	10	0.015151515151515152	50	129	2	11	0.9847328244274809	50
chr14:28188443-28188543	chr14	28188443	28188543	L1PA2_dup4237	.	4	78	4	0.04878048780487805	22	74	7	5	0.9135802469135802	22	7	57	1	0.109375	18	39	25	1	0.609375	18	3	156	19	0.018867924528301886	47	149	6	23	0.9612903225806452	47
chr14:28318423-28318523	chr14	28318423	28318523	L1PA2_dup4238	.	8	142	5	0.05333333333333334	24	124	26	5	0.8266666666666667	24	7	102	7	0.06422018348623854	17	101	8	7	0.926605504587156	17	4	272	17	0.014492753623188406	42	265	9	19	0.9671532846715328	42
chr14:30363538-30363638	chr14	30363538	30363638	L1PA2_dup4242	.	16	100	11	0.13793103448275862	19	82	35	10	0.7008547008547008	19	13	92	11	0.12380952380952381	18	51	54	11	0.4857142857142857	18	17	332	25	0.04871060171919771	56	320	30	24	0.9142857142857143	56
chr2:73485999-73486099	chr2	73485999	73486099	L1PA2_dup426	.	4	96	11	0.04	23	83	17	11	0.83	23	3	47	5	0.06	11	44	6	5	0.88	11	7	220	24	0.030837004405286344	52	212	15	24	0.933920704845815	52
chr14:40326208-40326308	chr14	40326208	40326308	L1PA2_dup4261	.	2	141	9	0.013986013986013986	26	139	5	8	0.9652777777777778	26	6	110	4	0.05172413793103448	22	107	9	4	0.9224137931034483	22	2	181	19	0.01092896174863388	36	177	4	21	0.9779005524861878	36
chr14:40348059-40348159	chr14	40348059	40348159	L1PA2_dup4262	.	7	49	7	0.125	12	49	7	7	0.875	12	3	47	4	0.06	9	14	37	3	0.27450980392156865	9	5	190	15	0.02564102564102564	38	183	10	17	0.9481865284974094	38
chr14:43062335-43062435	chr14	43062335	43062435	L1PA2_dup4272	.	2	71	3	0.0273972602739726	18	64	9	3	0.8767123287671232	18	0	63	2	0.0	17	58	4	3	0.9354838709677419	17	5	196	11	0.024875621890547265	47	193	7	12	0.965	47
chr14:47901174-47901274	chr14	47901174	47901274	L1PA2_dup4290	.	8	155	8	0.049079754601226995	29	147	16	8	0.901840490797546	29	8	87	6	0.08421052631578947	17	73	23	5	0.7604166666666666	17	4	231	16	0.01702127659574468	46	218	16	17	0.9316239316239316	46
chr14:49096715-49096815	chr14	49096715	49096815	L1PA2_dup4293	.	2	97	6	0.020202020202020204	24	83	16	6	0.8383838383838383	24	1	69	3	0.014285714285714285	16	60	9	4	0.8695652173913043	16	3	223	16	0.01327433628318584	54	218	7	17	0.9688888888888889	54
chr14:56447731-56447831	chr14	56447731	56447831	L1PA2_dup4302	.	6	89	9	0.06315789473684211	15	76	19	9	0.8	15	12	125	12	0.08759124087591241	24	98	42	9	0.7	24	4	270	20	0.014598540145985401	44	261	11	22	0.9595588235294118	44
chr14:56667528-56667628	chr14	56667528	56667628	L1PA2_dup4303	.	22	85	6	0.205607476635514	23	70	38	5	0.6481481481481481	23	17	77	8	0.18085106382978725	19	63	31	8	0.6702127659574468	19	14	208	16	0.06306306306306306	50	193	29	16	0.8693693693693694	50
chr14:57112211-57112311	chr14	57112211	57112311	L1PA2_dup4305	.	11	50	6	0.18032786885245902	18	43	19	5	0.6935483870967742	18	2	119	7	0.01652892561983471	33	39	81	8	0.325	33	10	143	5	0.06535947712418301	43	123	29	6	0.8092105263157895	43
chr14:58032540-58032640	chr14	58032540	58032640	L1PA2_dup4307	.	14	87	10	0.13861386138613863	20	74	27	10	0.7326732673267327	20	13	103	9	0.11206896551724138	21	98	17	10	0.8521739130434782	21	1	176	14	0.005649717514124294	33	166	6	19	0.9651162790697675	33
chr14:59952423-59952523	chr14	59952423	59952523	L1PA2_dup4309	.	10	107	9	0.08547008547008547	27	65	52	9	0.5555555555555556	27	3	85	5	0.03409090909090909	20	64	24	5	0.7272727272727273	20	5	157	14	0.030864197530864196	39	131	28	17	0.8238993710691824	39
chr2:77753773-77753873	chr2	77753773	77753873	L1PA2_dup433	.	4	124	0	0.03125	26	23	103	2	0.18253968253968253	26	2	101	3	0.019417475728155338	22	5	98	3	0.04854368932038835	22	1	270	19	0.0036900369003690036	62	179	92	19	0.6605166051660517	62
chr14:85885596-85885696	chr14	85885596	85885696	L1PA2_dup4335	.	8	69	10	0.1038961038961039	15	68	9	10	0.8831168831168831	15	3	65	3	0.04411764705882353	12	55	12	4	0.8208955223880597	12	2	180	11	0.01098901098901099	36	175	5	13	0.9722222222222222	36
chr14:86111394-86111494	chr14	86111394	86111494	L1PA2_dup4336	.	0	33	2	0.0	12	31	2	2	0.9393939393939394	12	1	41	7	0.023809523809523808	17	41	1	7	0.9761904761904762	17	1	147	13	0.006756756756756757	55	143	5	13	0.9662162162162162	55
chr14:91436793-91436893	chr14	91436793	91436893	L1PA2_dup4339	.	2	137	3	0.014388489208633094	25	124	14	4	0.8985507246376812	25	3	128	3	0.022900763358778626	25	123	8	3	0.9389312977099237	25	13	278	20	0.044673539518900345	55	262	27	22	0.9065743944636678	55
chr14:101266200-101266300	chr14	101266200	101266300	L1PA2_dup4345	.	11	128	9	0.07913669064748201	22	118	20	10	0.855072463768116	22	3	163	13	0.018072289156626505	26	156	10	13	0.9397590361445783	26	6	356	25	0.016574585635359115	58	345	10	32	0.971830985915493	58
chr15:20311031-20311131	chr15	20311031	20311131	L1PA2_dup4348	.	0	121	6	0.0	26	109	12	6	0.9008264462809917	26	2	209	11	0.009478672985781991	45	208	3	11	0.985781990521327	45	2	251	19	0.007905138339920948	57	225	26	21	0.896414342629482	57
chr15:39420571-39420671	chr15	39420571	39420671	L1PA2_dup4372	.	15	126	9	0.10638297872340426	22	103	39	8	0.7253521126760564	22	8	49	3	0.14035087719298245	9	38	19	3	0.6666666666666666	9	26	341	21	0.07084468664850137	57	322	43	23	0.8821917808219178	57
chr15:44252035-44252135	chr15	44252035	44252135	L1PA2_dup4378	.	6	90	3	0.0625	17	24	72	3	0.25	17	10	141	11	0.06622516556291391	30	32	118	12	0.21333333333333335	30	30	334	30	0.08241758241758242	70	165	200	29	0.4520547945205479	70
chr15:47165533-47165633	chr15	47165533	47165633	L1PA2_dup4383	.	2	40	3	0.047619047619047616	16	39	2	4	0.9512195121951219	16	0	33	1	0.0	15	33	0	1	1.0	15	1	142	5	0.006993006993006993	55	132	9	7	0.9361702127659575	55
chr15:49354234-49354334	chr15	49354234	49354334	L1PA2_dup4387	.	2	83	13	0.023529411764705882	16	81	3	14	0.9642857142857143	16	4	144	12	0.02702702702702703	26	142	5	13	0.9659863945578231	26	2	246	19	0.008064516129032258	43	241	6	20	0.9757085020242915	43
chr15:49395984-49396084	chr15	49395984	49396084	L1PA2_dup4388	.	6	92	7	0.061224489795918366	22	78	20	7	0.7959183673469388	22	5	74	6	0.06329113924050633	18	55	24	6	0.6962025316455697	18	10	258	26	0.03731343283582089	61	245	25	24	0.9074074074074074	61
chr15:53141375-53141475	chr15	53141375	53141475	L1PA2_dup4395	.	16	165	10	0.08839779005524862	33	156	24	11	0.8666666666666667	33	8	75	4	0.0963855421686747	17	69	14	4	0.8313253012048193	17	5	304	15	0.016181229773462782	56	298	10	16	0.9675324675324676	56
chr15:53540634-53540734	chr15	53540634	53540734	L1PA2_dup4399	.	6	94	5	0.06	17	85	15	5	0.85	17	11	135	10	0.07534246575342465	23	126	21	9	0.8571428571428571	23	12	320	34	0.03614457831325301	55	313	16	37	0.9513677811550152	55
chr15:56140528-56140628	chr15	56140528	56140628	L1PA2_dup4403	.	2	80	7	0.024390243902439025	19	79	3	7	0.9634146341463414	19	8	87	8	0.08421052631578947	21	80	16	7	0.8333333333333334	21	5	241	33	0.02032520325203252	59	235	6	38	0.975103734439834	59
chr15:56317077-56317177	chr15	56317077	56317177	L1PA2_dup4404	.	5	73	9	0.0641025641025641	18	72	7	8	0.9113924050632911	18	2	78	11	0.025	19	77	4	10	0.9506172839506173	19	1	206	23	0.004830917874396135	47	201	3	26	0.9852941176470589	47
chr15:64326661-64326761	chr15	64326661	64326761	L1PA2_dup4413	.	17	73	12	0.18888888888888888	21	55	39	8	0.5851063829787234	21	14	89	3	0.13592233009708737	22	47	57	2	0.4519230769230769	22	36	225	24	0.13793103448275862	61	192	66	27	0.7441860465116279	61
chr15:71174140-71174240	chr15	71174140	71174240	L1PA2_dup4419	.	2	127	6	0.015503875968992248	20	116	11	8	0.9133858267716536	20	1	129	7	0.007692307692307693	20	109	20	8	0.8449612403100775	20	2	311	23	0.006389776357827476	50	303	8	25	0.9742765273311897	50
chr15:73514370-73514470	chr15	73514370	73514470	L1PA2_dup4421	.	23	78	8	0.22772277227722773	17	56	45	8	0.5544554455445545	17	19	77	6	0.19791666666666666	15	65	31	6	0.6770833333333334	15	12	266	35	0.04316546762589928	48	251	27	35	0.9028776978417267	48
chr15:81697166-81697266	chr15	81697166	81697266	L1PA2_dup4430	.	2	178	19	0.011111111111111112	34	172	6	21	0.9662921348314607	34	8	93	7	0.07920792079207921	18	93	8	7	0.9207920792079208	18	5	274	24	0.017921146953405017	54	267	12	24	0.956989247311828	54
chr15:81730281-81730381	chr15	81730281	81730381	L1PA2_dup4431	.	1	87	4	0.011363636363636364	19	83	5	4	0.9431818181818182	19	1	116	5	0.008547008547008548	25	106	11	5	0.905982905982906	25	2	223	13	0.008888888888888889	51	220	4	14	0.9821428571428571	51
chr15:81797931-81798031	chr15	81797931	81798031	L1PA2_dup4432	.	14	145	8	0.0880503144654088	25	135	23	9	0.8544303797468354	25	13	123	13	0.09558823529411764	22	73	63	13	0.5367647058823529	22	9	256	27	0.033962264150943396	44	251	12	29	0.9543726235741445	44
chr15:81870668-81870768	chr15	81870668	81870768	L1PA2_dup4433	.	3	87	4	0.03333333333333333	19	56	33	5	0.6292134831460674	19	4	106	8	0.03636363636363636	27	67	43	8	0.6090909090909091	27	4	222	16	0.017699115044247787	49	199	23	20	0.8963963963963963	49
chr15:85433964-85434064	chr15	85433964	85434064	L1PA2_dup4440	.	3	119	6	0.02459016393442623	22	16	106	6	0.13114754098360656	22	3	175	2	0.016853932584269662	31	18	161	1	0.1005586592178771	31	21	212	28	0.09012875536480687	46	125	109	27	0.5341880341880342	46
chr15:86528095-86528195	chr15	86528095	86528195	L1PA2_dup4441	.	3	70	6	0.0410958904109589	14	62	11	6	0.8493150684931506	14	6	73	7	0.0759493670886076	15	68	11	7	0.8607594936708861	15	11	301	20	0.035256410256410256	57	294	18	20	0.9423076923076923	57
chr15:93675400-93675500	chr15	93675400	93675500	L1PA2_dup4448	.	2	53	4	0.03636363636363636	10	49	6	4	0.8909090909090909	10	2	106	10	0.018518518518518517	20	100	8	10	0.9259259259259259	20	2	238	14	0.008333333333333333	44	233	5	16	0.9789915966386554	44
chr15:97271504-97271604	chr15	97271504	97271604	L1PA2_dup4454	.	1	52	7	0.018867924528301886	20	49	4	7	0.9245283018867925	20	1	55	0	0.017857142857142856	19	48	8	0	0.8571428571428571	19	1	124	10	0.008	47	118	6	11	0.9516129032258065	47
chr15:100417072-100417172	chr15	100417072	100417172	L1PA2_dup4458	.	2	79	4	0.024691358024691357	22	69	10	6	0.8734177215189873	22	6	55	2	0.09836065573770492	16	43	17	3	0.7166666666666667	16	6	179	8	0.032432432432432434	52	177	8	8	0.9567567567567568	52
chr16:21048603-21048703	chr16	21048603	21048703	L1PA2_dup4478	.	17	118	5	0.1259259259259259	24	96	37	7	0.7218045112781954	24	0	39	2	0.0	7	33	6	2	0.8461538461538461	7	27	310	17	0.08011869436201781	61	296	39	19	0.8835820895522388	61
chr16:47814006-47814106	chr16	47814006	47814106	L1PA2_dup4507	.	0	51	1	0.0	26	49	2	1	0.9607843137254902	26	0	31	1	0.0	16	28	2	2	0.9333333333333333	16	0	100	2	0.0	52	99	1	2	0.99	52
chr16:48021389-48021489	chr16	48021389	48021489	L1PA2_dup4508	.	13	123	13	0.09558823529411764	22	83	54	12	0.6058394160583942	22	6	109	11	0.05217391304347826	18	95	21	10	0.8189655172413793	18	7	263	30	0.025925925925925925	47	247	19	34	0.9285714285714286	47
chr16:59565219-59565319	chr16	59565219	59565319	L1PA2_dup4521	.	7	107	10	0.06140350877192982	23	104	11	9	0.9043478260869565	23	3	77	6	0.0375	15	73	7	6	0.9125	15	7	269	39	0.025362318840579712	55	264	10	41	0.9635036496350365	55
chr16:59976602-59976702	chr16	59976602	59976702	L1PA2_dup4522	.	0	44	6	0.0	12	43	1	6	0.9772727272727273	12	1	76	10	0.012987012987012988	23	75	3	9	0.9615384615384616	23	1	185	17	0.005376344086021506	52	170	14	19	0.9239130434782609	52
chr16:60522746-60522846	chr16	60522746	60522846	L1PA2_dup4525	.	3	48	0	0.058823529411764705	17	40	11	0	0.7843137254901961	17	7	73	7	0.0875	30	67	13	7	0.8375	30	5	110	13	0.043478260869565216	46	104	9	15	0.9203539823008849	46
chr16:61782079-61782179	chr16	61782079	61782179	L1PA2_dup4528	.	3	72	8	0.04	13	61	14	8	0.8133333333333334	13	7	123	1	0.05384615384615385	19	112	18	1	0.8615384615384616	19	9	278	24	0.0313588850174216	52	260	28	23	0.9027777777777778	52
chr16:61801456-61801556	chr16	61801456	61801556	L1PA2_dup4529	.	7	154	13	0.043478260869565216	25	148	14	12	0.9135802469135802	25	18	143	15	0.11180124223602485	26	137	24	15	0.8509316770186336	26	5	280	19	0.017543859649122806	46	265	19	20	0.9330985915492958	46
chr16:72627275-72627375	chr16	72627275	72627375	L1PA2_dup4547	.	10	97	5	0.09345794392523364	20	41	67	4	0.37962962962962965	20	2	102	1	0.019230769230769232	18	19	84	2	0.18446601941747573	18	42	156	16	0.21212121212121213	39	112	86	16	0.5656565656565656	39
chr16:73830331-73830431	chr16	73830331	73830431	L1PA2_dup4548	.	6	85	5	0.06593406593406594	17	69	22	5	0.7582417582417582	17	7	101	8	0.06481481481481481	20	92	16	8	0.8518518518518519	20	4	278	18	0.014184397163120567	52	269	8	23	0.9711191335740073	52
chr16:75827881-75827981	chr16	75827881	75827981	L1PA2_dup4551	.	7	88	5	0.07368421052631578	18	84	9	7	0.9032258064516129	18	3	56	2	0.05084745762711865	11	34	24	3	0.5862068965517241	11	7	313	28	0.021875	60	307	12	29	0.9623824451410659	60
chr16:82139256-82139356	chr16	82139256	82139356	L1PA2_dup4561	.	15	61	12	0.19736842105263158	23	34	43	11	0.44155844155844154	23	2	48	8	0.04	15	39	11	8	0.78	15	19	156	24	0.10857142857142857	54	124	49	26	0.7167630057803468	54
chr16:86262174-86262274	chr16	86262174	86262274	L1PA2_dup4566	.	6	125	12	0.04580152671755725	25	114	15	14	0.8837209302325582	25	11	147	17	0.06962025316455696	30	137	21	17	0.8670886075949367	30	3	301	18	0.009868421052631578	57	298	3	21	0.9900332225913622	57
chr17:3153309-3153409	chr17	3153309	3153409	L1PA2_dup4573	.	6	53	7	0.1016949152542373	24	47	12	7	0.7966101694915254	24	2	40	11	0.047619047619047616	19	32	11	10	0.7441860465116279	19	11	98	13	0.10091743119266056	44	76	31	15	0.7102803738317757	44
chr17:3176531-3176631	chr17	3176531	3176631	L1PA2_dup4574	.	17	113	6	0.13076923076923078	24	68	65	3	0.5112781954887218	24	9	47	9	0.16071428571428573	11	31	25	9	0.5535714285714286	11	15	213	18	0.06578947368421052	43	163	65	18	0.7149122807017544	43
chr17:3332626-3332726	chr17	3332626	3332726	L1PA2_dup4577	.	0	69	5	0.0	17	64	5	5	0.927536231884058	17	1	84	5	0.011764705882352941	18	81	3	6	0.9642857142857143	18	3	245	11	0.012096774193548387	55	235	11	13	0.9552845528455285	55
chr17:32684172-32684272	chr17	32684172	32684272	L1PA2_dup4596	.	8	79	9	0.09195402298850575	20	57	30	9	0.6551724137931034	20	8	64	14	0.1111111111111111	18	51	22	13	0.6986301369863014	18	34	203	29	0.14345991561181434	59	179	55	32	0.7649572649572649	59
chr17:32887138-32887238	chr17	32887138	32887238	L1PA2_dup4598	.	2	57	9	0.03389830508474576	14	51	8	9	0.864406779661017	14	9	105	6	0.07894736842105263	25	99	15	6	0.868421052631579	25	13	201	30	0.06074766355140187	51	198	15	31	0.9295774647887324	51
chr17:34298352-34298452	chr17	34298352	34298452	L1PA2_dup4602	.	4	67	4	0.056338028169014086	14	21	52	2	0.2876712328767123	14	13	77	6	0.14444444444444443	17	16	76	4	0.17391304347826086	17	19	271	24	0.06551724137931035	57	115	176	23	0.3951890034364261	57
chr17:55501717-55501817	chr17	55501717	55501817	L1PA2_dup4612	.	7	112	14	0.058823529411764705	23	107	12	14	0.8991596638655462	23	5	62	7	0.07462686567164178	13	54	13	7	0.8059701492537313	13	5	105	13	0.045454545454545456	22	103	7	13	0.9363636363636364	22
chr17:60887374-60887474	chr17	60887374	60887474	L1PA2_dup4618	.	5	109	7	0.043859649122807015	22	48	69	4	0.41025641025641024	22	3	82	9	0.03529411764705882	16	42	43	9	0.49411764705882355	16	15	230	24	0.061224489795918366	48	191	54	24	0.7795918367346939	48
chr17:61110230-61110330	chr17	61110230	61110330	L1PA2_dup4620	.	10	83	5	0.10752688172043011	25	76	17	5	0.8172043010752689	25	4	45	5	0.08163265306122448	14	44	4	6	0.9166666666666666	14	2	178	9	0.011111111111111112	48	174	5	10	0.9720670391061452	48
chr18:1522140-1522240	chr18	1522140	1522240	L1PA2_dup4636	.	3	69	5	0.041666666666666664	16	64	8	5	0.8888888888888888	16	6	124	16	0.046153846153846156	30	113	17	16	0.8692307692307693	30	3	211	13	0.014018691588785047	46	206	7	14	0.9671361502347418	46
chr18:2247168-2247268	chr18	2247168	2247268	L1PA2_dup4639	.	4	55	9	0.06779661016949153	14	44	15	9	0.7457627118644068	14	24	95	10	0.20168067226890757	26	90	29	10	0.7563025210084033	26	6	234	20	0.025	53	222	18	20	0.925	53
chr18:5004137-5004237	chr18	5004137	5004237	L1PA2_dup4646	.	1	29	2	0.03333333333333333	11	0	32	0	0.0	11	1	53	1	0.018518518518518517	19	0	55	0	0.0	19	0	135	5	0.0	49	3	137	0	0.02142857142857143	49
chr18:7966443-7966543	chr18	7966443	7966543	L1PA2_dup4651	.	6	140	9	0.0410958904109589	26	127	19	9	0.8698630136986302	26	16	120	15	0.11764705882352941	26	118	18	15	0.8676470588235294	26	7	264	19	0.025830258302583026	50	257	9	24	0.9661654135338346	50
chr18:8063363-8063463	chr18	8063363	8063463	L1PA2_dup4652	.	6	140	17	0.0410958904109589	25	92	55	16	0.6258503401360545	25	11	119	10	0.08461538461538462	21	66	63	11	0.5116279069767442	21	15	261	16	0.05434782608695652	46	136	143	13	0.4874551971326165	46
chr18:10578578-10578678	chr18	10578578	10578678	L1PA2_dup4654	.	1	98	3	0.010101010101010102	19	91	8	3	0.9191919191919192	19	4	46	4	0.08	11	43	8	3	0.8431372549019608	11	3	291	17	0.01020408163265306	57	281	11	19	0.9623287671232876	57
chr18:24624972-24625072	chr18	24624972	24625072	L1PA2_dup4666	.	13	68	6	0.16049382716049382	18	44	37	6	0.5432098765432098	18	17	68	8	0.2	19	63	22	8	0.7411764705882353	19	17	196	23	0.07981220657276995	50	188	20	28	0.9038461538461539	50
chr18:27510009-27510109	chr18	27510009	27510109	L1PA2_dup4668	.	1	66	5	0.014925373134328358	25	57	11	4	0.8382352941176471	25	3	49	3	0.057692307692307696	19	36	17	2	0.6792452830188679	19	4	124	6	0.03125	47	112	14	8	0.8888888888888888	47
chr18:27743650-27743750	chr18	27743650	27743750	L1PA2_dup4669	.	2	105	8	0.018691588785046728	17	93	11	11	0.8942307692307693	17	3	102	6	0.02857142857142857	17	91	15	5	0.8584905660377359	17	5	325	46	0.015151515151515152	57	318	8	50	0.9754601226993865	57
