seg_id	seg_chrom	seg_start	seg_end	seg_name	seg_strand	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_readcount
chr8:15582223-15582323	chr8	15582223	15582323	L1PA2_dup2415	.	25	21	4	0.5434782608695652	13	4	41	5	0.08888888888888889	13	48	42	7	0.5333333333333333	25	22	69	6	0.24175824175824176	25	202	7	15	0.9665071770334929	58	1	208	15	0.004784688995215311	58
chr8:40647062-40647162	chr8	40647062	40647162	L1PA2_dup2445	.	70	31	8	0.693069306930693	19	13	87	9	0.13	19	55	54	11	0.5045871559633027	21	11	96	13	0.102803738317757	21	253	14	28	0.947565543071161	51	9	260	26	0.03345724907063197	51
chr8:63803339-63803439	chr8	63803339	63803439	L1PA2_dup2504	.	55	8	6	0.873015873015873	23	4	59	6	0.06349206349206349	23	53	13	5	0.803030303030303	24	6	59	6	0.09230769230769231	24	145	8	13	0.9477124183006536	58	3	151	12	0.01948051948051948	58
chr8:69254220-69254320	chr8	69254220	69254320	L1PA2_dup2511	.	71	15	11	0.8255813953488372	14	1	85	11	0.011627906976744186	14	89	10	10	0.898989898989899	16	7	92	10	0.0707070707070707	16	355	5	19	0.9861111111111112	57	5	356	18	0.013850415512465374	57
chr8:76308117-76308217	chr8	76308117	76308217	L1PA2_dup2520	.	49	1	3	0.98	19	1	49	3	0.02	19	50	7	5	0.8771929824561403	22	1	56	5	0.017543859649122806	22	124	5	11	0.9612403100775194	49	4	127	9	0.030534351145038167	49
chr8:77940514-77940614	chr8	77940514	77940614	L1PA2_dup2526	.	100	9	2	0.9174311926605505	16	0	108	3	0.0	16	130	8	8	0.9420289855072463	21	3	135	8	0.021739130434782608	21	273	8	17	0.9715302491103203	44	3	281	14	0.01056338028169014	44
chr8:84425473-84425573	chr8	84425473	84425573	L1PA2_dup2541	.	93	10	7	0.9029126213592233	23	7	96	7	0.06796116504854369	23	101	14	6	0.8782608695652174	25	9	106	6	0.0782608695652174	25	230	8	18	0.9663865546218487	55	6	233	17	0.02510460251046025	55
chr8:87327729-87327829	chr8	87327729	87327829	L1PA2_dup2549	.	82	7	9	0.9213483146067416	20	4	85	9	0.0449438202247191	20	94	10	10	0.9038461538461539	21	2	101	11	0.019417475728155338	21	304	13	18	0.9589905362776026	57	8	309	18	0.025236593059936908	57
chr8:91869519-91869619	chr8	91869519	91869619	L1PA2_dup2564	.	48	2	6	0.96	14	1	49	6	0.02	14	101	7	6	0.9351851851851852	29	2	107	5	0.01834862385321101	29	200	6	13	0.970873786407767	58	1	206	12	0.004830917874396135	58
chr8:98614446-98614546	chr8	98614446	98614546	L1PA2_dup2581	.	67	24	7	0.7362637362637363	25	10	80	8	0.1111111111111111	25	48	5	6	0.9056603773584906	16	5	48	6	0.09433962264150944	16	182	10	9	0.9479166666666666	53	4	188	9	0.020833333333333332	53
chr8:112594006-112594106	chr8	112594006	112594106	L1PA2_dup2600	.	85	8	10	0.9139784946236559	19	3	90	10	0.03225806451612903	19	64	4	5	0.9411764705882353	14	0	68	5	0.0	14	208	12	14	0.9454545454545454	44	4	219	11	0.017937219730941704	44
chr1:192500585-192500685	chr1	192500585	192500685	L1PA2_dup261	.	68	9	6	0.8831168831168831	14	6	70	7	0.07894736842105263	14	93	9	9	0.9117647058823529	19	4	98	9	0.0392156862745098	19	229	8	16	0.9662447257383966	44	2	236	15	0.008403361344537815	44
chr8:128714352-128714452	chr8	128714352	128714452	L1PA2_dup2657	.	0	0	0	NaN	0	0	0	0	NaN	0	23	7	3	0.7666666666666667	12	5	25	3	0.16666666666666666	12	1	0	0	1.0	1	0	1	0	0.0	1
chr8:137564512-137564612	chr8	137564512	137564612	L1PA2_dup2672	.	120	4	8	0.967741935483871	19	1	124	7	0.008	19	90	3	6	0.967741935483871	15	1	92	6	0.010752688172043012	15	338	17	24	0.952112676056338	56	3	351	25	0.00847457627118644	56
chr8:138116166-138116266	chr8	138116166	138116266	L1PA2_dup2676	.	73	4	7	0.948051948051948	21	3	75	6	0.038461538461538464	21	55	11	6	0.8333333333333334	19	9	58	5	0.13432835820895522	19	200	12	17	0.9433962264150944	58	6	209	14	0.027906976744186046	58
chr9:6135848-6135948	chr9	6135848	6135948	L1PA2_dup2693	.	69	14	9	0.8313253012048193	15	10	75	7	0.11764705882352941	15	45	12	4	0.7894736842105263	10	2	55	4	0.03508771929824561	10	185	5	15	0.9736842105263158	34	3	188	14	0.015706806282722512	34
chr9:31294066-31294166	chr9	31294066	31294166	L1PA2_dup2743	.	43	7	4	0.86	14	3	48	3	0.058823529411764705	14	97	0	7	1.0	26	0	97	7	0.0	26	122	4	5	0.9682539682539683	34	4	122	5	0.031746031746031744	34
chr9:32710380-32710480	chr9	32710380	32710480	L1PA2_dup2745	.	123	1	2	0.9919354838709677	21	1	123	2	0.008064516129032258	21	142	7	11	0.9530201342281879	28	2	147	11	0.013422818791946308	28	283	7	14	0.9758620689655172	51	5	286	13	0.01718213058419244	51
chr9:32729017-32729117	chr9	32729017	32729117	L1PA2_dup2746	.	152	18	8	0.8941176470588236	37	0	169	9	0.0	37	79	0	5	1.0	15	0	79	5	0.0	15	228	21	15	0.9156626506024096	54	2	248	14	0.008	54
chr9:79103779-79103879	chr9	79103779	79103879	L1PA2_dup2806	.	89	11	13	0.89	23	5	97	11	0.049019607843137254	23	75	1	4	0.9868421052631579	16	1	75	4	0.013157894736842105	16	179	15	20	0.9226804123711341	44	4	191	19	0.020512820512820513	44
chr9:80747589-80747689	chr9	80747589	80747689	L1PA2_dup2809	.	70	12	13	0.8536585365853658	17	7	76	12	0.08433734939759036	17	36	12	6	0.75	14	7	41	6	0.14583333333333334	14	279	10	27	0.9653979238754326	54	4	287	25	0.013745704467353952	54
chr9:106187541-106187641	chr9	106187541	106187641	L1PA2_dup2848	.	56	1	2	0.9824561403508771	16	1	56	2	0.017543859649122806	16	67	0	5	1.0	19	0	67	5	0.0	19	172	7	25	0.9608938547486033	54	6	177	21	0.03278688524590164	54
chrX:100134938-100135038	chrX	100134938	100135038	L1PA2_dup2875	.	59	9	9	0.8676470588235294	20	3	67	7	0.04285714285714286	20	39	3	6	0.9285714285714286	12	1	41	6	0.023809523809523808	12	168	28	17	0.8571428571428571	55	1	196	16	0.005076142131979695	55
chrX:136446201-136446301	chrX	136446201	136446301	L1PA2_dup2877	.	78	8	8	0.9069767441860465	16	2	84	8	0.023255813953488372	16	55	1	6	0.9821428571428571	11	0	56	6	0.0	11	196	9	28	0.9560975609756097	41	3	205	25	0.014423076923076924	41
chrX:5480457-5480557	chrX	5480457	5480557	L1PA2_dup2885	.	101	5	13	0.9528301886792453	20	5	102	12	0.04672897196261682	20	83	9	6	0.9021739130434783	14	7	86	5	0.07526881720430108	14	276	12	31	0.9583333333333334	55	6	288	25	0.02040816326530612	55
chrX:19142669-19142769	chrX	19142669	19142769	L1PA2_dup2907	.	27	13	5	0.675	23	2	40	3	0.047619047619047616	23	12	3	3	0.8	9	1	15	2	0.0625	9	67	9	3	0.881578947368421	40	3	74	2	0.03896103896103896	40
chrX:65620635-65620735	chrX	65620635	65620735	L1PA2_dup3007	.	59	6	6	0.9076923076923077	15	4	61	6	0.06153846153846154	15	48	18	7	0.7272727272727273	15	9	57	7	0.13636363636363635	15	146	9	11	0.9419354838709677	35	0	159	7	0.0	35
chrX:66942793-66942893	chrX	66942793	66942893	L1PA2_dup3021	.	60	7	5	0.8955223880597015	18	0	67	5	0.0	18	31	1	0	0.96875	8	0	32	0	0.0	8	123	30	14	0.803921568627451	45	5	149	13	0.032467532467532464	45
chrX:69448372-69448472	chrX	69448372	69448472	L1PA2_dup3029	.	16	9	0	0.64	25	2	23	0	0.08	25	10	0	0	1.0	10	0	10	0	0.0	10	37	7	1	0.8409090909090909	45	1	43	1	0.022727272727272728	45
chrX:86969632-86969732	chrX	86969632	86969732	L1PA2_dup3100	.	72	7	1	0.9113924050632911	16	1	78	1	0.012658227848101266	16	74	6	9	0.925	18	4	76	9	0.05	18	201	8	15	0.9617224880382775	46	2	210	12	0.009433962264150943	46
chrX:104910278-104910378	chrX	104910278	104910378	L1PA2_dup3142	.	23	51	3	0.3108108108108108	27	3	71	3	0.04054054054054054	27	4	27	2	0.12903225806451613	11	1	30	2	0.03225806451612903	11	47	82	3	0.3643410852713178	47	4	123	5	0.031496062992125984	47
chrX:111594627-111594727	chrX	111594627	111594727	L1PA2_dup3168	.	85	7	7	0.9239130434782609	17	1	92	6	0.010752688172043012	17	37	4	1	0.9024390243902439	7	0	41	1	0.0	7	258	18	15	0.9347826086956522	50	7	270	14	0.02527075812274368	50
chr1:242051485-242051585	chr1	242051485	242051585	L1PA2_dup317	.	103	12	16	0.8956521739130435	27	6	109	16	0.05217391304347826	27	90	25	7	0.782608695652174	21	14	98	10	0.125	21	188	13	17	0.9353233830845771	45	6	196	16	0.0297029702970297	45
chrX:116970735-116970835	chrX	116970735	116970835	L1PA2_dup3182	.	69	5	3	0.9324324324324325	20	2	72	3	0.02702702702702703	20	37	7	7	0.8409090909090909	13	4	41	6	0.08888888888888889	13	155	5	12	0.96875	45	1	160	11	0.006211180124223602	45
chr1:247894238-247894338	chr1	247894238	247894338	L1PA2_dup322	.	2	0	0	1.0	2	0	2	0	0.0	2	1	0	0	1.0	1	0	1	0	0.0	1	4	0	2	1.0	6	0	4	2	0.0	6
chrX:131663953-131664053	chrX	131663953	131664053	L1PA2_dup3227	.	50	4	0	0.9259259259259259	11	1	52	1	0.018867924528301886	11	36	4	0	0.9	8	2	38	0	0.05	8	201	15	15	0.9305555555555556	47	3	214	14	0.013824884792626729	47
chrX:142338124-142338224	chrX	142338124	142338224	L1PA2_dup3250	.	73	12	8	0.8588235294117647	28	7	78	8	0.08235294117647059	28	47	2	6	0.9591836734693877	14	0	49	6	0.0	14	107	4	9	0.963963963963964	35	1	111	8	0.008928571428571428	35
chrY:8140235-8140335	chrY	8140235	8140335	L1PA2_dup3303	.	0	0	0	NaN	0	0	0	0	NaN	0	43	8	8	0.8431372549019608	10	1	51	7	0.019230769230769232	10	0	0	0	NaN	0	0	0	0	NaN	0
chrY:13565192-13565292	chrY	13565192	13565292	L1PA2_dup3322	.	0	0	0	NaN	0	0	0	0	NaN	0	67	2	1	0.9710144927536232	12	1	68	1	0.014492753623188406	12	0	0	0	NaN	0	0	0	0	NaN	0
chrY:20367993-20368093	chrY	20367993	20368093	L1PA2_dup3351	.	0	0	0	NaN	0	0	0	0	NaN	0	46	0	3	1.0	10	0	46	3	0.0	10	0	0	0	NaN	0	0	0	0	NaN	0
chrY:20950063-20950163	chrY	20950063	20950163	L1PA2_dup3354	.	0	0	0	NaN	0	0	0	0	NaN	0	19	1	1	0.95	7	0	20	1	0.0	7	0	0	0	NaN	0	0	0	0	NaN	0
chrY:22345545-22345645	chrY	22345545	22345645	L1PA2_dup3364	.	0	0	0	NaN	0	0	0	0	NaN	0	22	0	2	1.0	5	0	22	2	0.0	5	0	0	0	NaN	0	0	0	0	NaN	0
chrY:23264021-23264121	chrY	23264021	23264121	L1PA2_dup3371	.	0	0	0	NaN	0	0	0	0	NaN	0	15	0	3	1.0	3	0	16	2	0.0	3	0	0	0	NaN	0	0	0	0	NaN	0
chr10:112062392-112062492	chr10	112062392	112062492	L1PA2_dup3401	.	123	26	10	0.825503355704698	28	9	141	9	0.06	28	55	41	6	0.5729166666666666	19	15	82	5	0.15463917525773196	19	253	12	17	0.9547169811320755	49	9	256	17	0.033962264150943396	49
chr10:10650858-10650958	chr10	10650858	10650958	L1PA2_dup3425	.	63	10	8	0.863013698630137	15	6	67	8	0.0821917808219178	15	107	18	11	0.856	23	8	117	11	0.064	23	344	18	43	0.9502762430939227	69	6	355	44	0.01662049861495845	69
chr10:15921653-15921753	chr10	15921653	15921753	L1PA2_dup3428	.	38	1	3	0.9743589743589743	6	1	38	3	0.02564102564102564	6	106	21	12	0.8346456692913385	21	13	114	12	0.10236220472440945	21	130	6	8	0.9558823529411765	21	0	137	7	0.0	21
chr10:25253240-25253340	chr10	25253240	25253340	L1PA2_dup3442	.	50	5	10	0.9090909090909091	11	5	50	10	0.09090909090909091	11	139	25	10	0.8475609756097561	30	11	153	10	0.06707317073170732	30	299	21	27	0.934375	62	7	319	21	0.02147239263803681	62
chr10:25521291-25521391	chr10	25521291	25521391	L1PA2_dup3445	.	124	15	8	0.8920863309352518	25	10	129	8	0.07194244604316546	25	77	8	6	0.9058823529411765	16	6	81	4	0.06896551724137931	16	228	7	17	0.9702127659574468	43	2	236	14	0.008403361344537815	43
chr10:31449337-31449437	chr10	31449337	31449437	L1PA2_dup3451	.	108	3	12	0.972972972972973	26	2	110	11	0.017857142857142856	26	86	4	3	0.9555555555555556	19	4	86	3	0.044444444444444446	19	185	3	16	0.9840425531914894	43	3	186	15	0.015873015873015872	43
chr2:12527671-12527771	chr2	12527671	12527771	L1PA2_dup351	.	85	7	4	0.9239130434782609	20	1	91	4	0.010869565217391304	20	102	3	2	0.9714285714285714	22	1	104	2	0.009523809523809525	22	213	4	22	0.9815668202764977	51	3	217	19	0.013636363636363636	51
chr10:80728444-80728544	chr10	80728444	80728544	L1PA2_dup3514	.	75	16	4	0.8241758241758241	17	9	82	4	0.0989010989010989	17	102	10	3	0.9107142857142857	20	4	107	4	0.036036036036036036	20	260	8	23	0.9701492537313433	51	6	262	23	0.022388059701492536	51
chr10:81709616-81709716	chr10	81709616	81709716	L1PA2_dup3518	.	71	5	7	0.9342105263157895	12	2	74	7	0.02631578947368421	12	99	14	7	0.8761061946902655	18	5	110	5	0.043478260869565216	18	253	18	39	0.933579335793358	47	4	271	35	0.014545454545454545	47
chr10:82349986-82350086	chr10	82349986	82350086	L1PA2_dup3519	.	38	13	10	0.7450980392156863	9	2	50	9	0.038461538461538464	9	84	56	19	0.6	23	19	124	16	0.13286713286713286	23	260	9	33	0.966542750929368	47	6	265	31	0.02214022140221402	47
chr10:99152738-99152838	chr10	99152738	99152838	L1PA2_dup3543	.	29	3	8	0.90625	10	2	30	8	0.0625	10	46	18	3	0.71875	17	6	57	4	0.09523809523809523	17	189	14	28	0.9310344827586207	61	6	199	26	0.02926829268292683	61
chr10:111813808-111813908	chr10	111813808	111813908	L1PA2_dup3568	.	130	2	19	0.9848484848484849	22	0	132	19	0.0	22	103	4	7	0.9626168224299065	18	3	104	7	0.028037383177570093	18	379	19	24	0.9522613065326633	62	4	396	22	0.01	62
chr2:14848065-14848165	chr2	14848065	14848165	L1PA2_dup357	.	80	5	3	0.9411764705882353	18	4	81	3	0.047058823529411764	18	30	3	4	0.9090909090909091	8	2	30	5	0.0625	8	179	6	7	0.9675675675675676	41	1	183	8	0.005434782608695652	41
chr10:117084963-117085063	chr10	117084963	117085063	L1PA2_dup3572	.	15	26	4	0.36585365853658536	25	6	36	3	0.14285714285714285	25	8	42	2	0.16	27	2	48	2	0.04	27	83	5	3	0.9431818181818182	49	0	87	4	0.0	49
chr11:23304091-23304191	chr11	23304091	23304191	L1PA2_dup3629	.	182	20	16	0.900990099009901	32	7	196	15	0.034482758620689655	32	124	13	23	0.9051094890510949	24	2	136	22	0.014492753623188406	24	368	10	36	0.9735449735449735	62	8	374	32	0.020942408376963352	62
chr2:22984154-22984254	chr2	22984154	22984254	L1PA2_dup363	.	93	21	9	0.8157894736842105	21	14	101	8	0.12173913043478261	21	119	20	10	0.8561151079136691	26	13	125	11	0.09420289855072464	26	152	14	23	0.9156626506024096	34	3	165	21	0.017857142857142856	34
chr11:37246616-37246716	chr11	37246616	37246716	L1PA2_dup3654	.	27	4	0	0.8709677419354839	16	1	30	0	0.03225806451612903	16	18	6	0	0.75	17	3	21	0	0.125	17	79	3	3	0.9634146341463414	44	1	81	3	0.012195121951219513	44
chr11:55685639-55685739	chr11	55685639	55685739	L1PA2_dup3709	.	40	9	3	0.8163265306122449	13	1	48	3	0.02040816326530612	13	52	4	2	0.9285714285714286	15	0	56	2	0.0	15	159	31	21	0.8368421052631579	56	1	189	21	0.005263157894736842	56
chr11:60435418-60435518	chr11	60435418	60435518	L1PA2_dup3724	.	80	6	8	0.9302325581395349	24	2	85	7	0.022988505747126436	24	64	14	2	0.8205128205128205	20	6	72	2	0.07692307692307693	20	157	9	8	0.9457831325301205	47	3	163	8	0.018072289156626505	47
chr11:92026889-92026989	chr11	92026889	92026989	L1PA2_dup3769	.	48	12	9	0.8	18	3	58	8	0.04918032786885246	18	69	11	10	0.8625	23	4	76	10	0.05	23	146	5	12	0.9668874172185431	45	3	150	10	0.0196078431372549	45
chr11:100451859-100451959	chr11	100451859	100451959	L1PA2_dup3794	.	34	5	3	0.8717948717948718	11	5	34	3	0.1282051282051282	11	78	11	8	0.8764044943820225	25	3	87	7	0.03333333333333333	25	142	4	13	0.9726027397260274	41	2	143	14	0.013793103448275862	41
chr11:100481644-100481744	chr11	100481644	100481744	L1PA2_dup3796	.	100	10	9	0.9090909090909091	20	3	110	6	0.02654867256637168	20	84	25	7	0.7706422018348624	21	10	101	5	0.09009009009009009	21	196	11	13	0.9468599033816425	37	2	204	14	0.009708737864077669	37
chr12:73394810-73394910	chr12	73394810	73394910	L1PA2_dup3842	.	54	7	7	0.8852459016393442	23	4	58	6	0.06451612903225806	23	28	6	4	0.8235294117647058	14	1	33	4	0.029411764705882353	14	75	0	6	1.0	29	0	76	5	0.0	29
chr12:11297657-11297757	chr12	11297657	11297757	L1PA2_dup3858	.	25	42	7	0.373134328358209	13	8	59	7	0.11940298507462686	13	30	30	3	0.5	11	3	56	4	0.05084745762711865	11	65	66	7	0.4961832061068702	24	4	129	5	0.03007518796992481	24
chr12:23076552-23076652	chr12	23076552	23076652	L1PA2_dup3892	.	80	2	2	0.975609756097561	18	1	81	2	0.012195121951219513	18	81	6	3	0.9310344827586207	20	3	84	3	0.034482758620689655	20	209	12	12	0.9457013574660633	49	6	216	11	0.02702702702702703	49
chr12:41672230-41672330	chr12	41672230	41672330	L1PA2_dup3936	.	73	5	4	0.9358974358974359	29	2	76	4	0.02564102564102564	29	29	2	1	0.9354838709677419	12	0	31	1	0.0	12	131	1	9	0.9924242424242424	50	1	134	6	0.007407407407407408	50
chr12:41672453-41672553	chr12	41672453	41672553	L1PA2_dup3937	.	151	14	11	0.9151515151515152	30	4	162	10	0.024096385542168676	30	76	1	7	0.987012987012987	14	0	77	7	0.0	14	275	11	16	0.9615384615384616	53	10	278	14	0.034722222222222224	53
chr12:46426978-46427078	chr12	46426978	46427078	L1PA2_dup3944	.	49	10	4	0.8305084745762712	22	1	58	4	0.01694915254237288	22	40	2	6	0.9523809523809523	16	0	42	6	0.0	16	111	1	14	0.9910714285714286	43	0	113	13	0.0	43
chr12:55484009-55484109	chr12	55484009	55484109	L1PA2_dup3955	.	41	10	2	0.803921568627451	27	3	48	2	0.058823529411764705	27	34	12	4	0.7391304347826086	25	10	36	4	0.21739130434782608	25	98	3	4	0.9702970297029703	53	1	100	4	0.009900990099009901	53
chr12:57646480-57646580	chr12	57646480	57646580	L1PA2_dup3956	.	29	8	2	0.7837837837837838	14	0	37	2	0.0	14	34	12	0	0.7391304347826086	19	1	44	1	0.022222222222222223	19	102	25	9	0.8031496062992126	49	0	128	8	0.0	49
chr12:58115206-58115306	chr12	58115206	58115306	L1PA2_dup3957	.	61	3	5	0.953125	10	2	61	6	0.031746031746031744	10	86	5	10	0.945054945054945	16	0	90	11	0.0	16	397	15	35	0.9635922330097088	65	7	407	33	0.016908212560386472	65
chr12:71118073-71118173	chr12	71118073	71118173	L1PA2_dup3990	.	68	31	5	0.6868686868686869	18	5	94	5	0.050505050505050504	18	65	15	6	0.8125	15	3	78	5	0.037037037037037035	15	304	19	34	0.9411764705882353	61	7	313	37	0.021875	61
chr12:73153545-73153645	chr12	73153545	73153645	L1PA2_dup3991	.	51	4	2	0.9272727272727272	12	3	52	2	0.05454545454545454	12	39	4	6	0.9069767441860465	10	4	39	6	0.09302325581395349	10	231	8	22	0.9665271966527197	55	5	238	18	0.0205761316872428	55
chr12:77179324-77179424	chr12	77179324	77179424	L1PA2_dup3996	.	60	12	9	0.8333333333333334	14	9	61	11	0.12857142857142856	14	112	23	8	0.8296296296296296	25	14	121	8	0.1037037037037037	25	275	9	29	0.9683098591549296	56	6	279	28	0.021052631578947368	56
chr12:88714785-88714885	chr12	88714785	88714885	L1PA2_dup4022	.	69	9	6	0.8846153846153846	28	5	74	5	0.06329113924050633	28	36	1	0	0.972972972972973	13	1	36	0	0.02702702702702703	13	104	5	8	0.9541284403669725	41	5	105	7	0.045454545454545456	41
chr12:90536604-90536704	chr12	90536604	90536704	L1PA2_dup4024	.	52	3	5	0.9454545454545454	14	3	52	5	0.05454545454545454	14	64	4	6	0.9411764705882353	17	3	65	6	0.04411764705882353	17	198	1	25	0.9949748743718593	52	1	199	24	0.005	52
chr12:92313999-92314099	chr12	92313999	92314099	L1PA2_dup4027	.	108	8	4	0.9310344827586207	21	2	114	4	0.017241379310344827	21	131	2	10	0.9849624060150376	24	1	132	10	0.007518796992481203	24	261	2	17	0.9923954372623575	48	2	261	17	0.0076045627376425855	48
chr13:82045350-82045450	chr13	82045350	82045450	L1PA2_dup4054	.	62	4	2	0.9393939393939394	14	2	64	2	0.030303030303030304	14	77	8	10	0.9058823529411765	19	8	77	10	0.09411764705882353	19	127	8	10	0.9407407407407408	30	5	130	10	0.037037037037037035	30
chr13:19272996-19273096	chr13	19272996	19273096	L1PA2_dup4060	.	56	2	2	0.9655172413793104	16	1	57	2	0.017241379310344827	16	45	8	3	0.8490566037735849	14	0	53	3	0.0	14	140	13	11	0.9150326797385621	42	0	155	9	0.0	42
chr13:40356291-40356391	chr13	40356291	40356391	L1PA2_dup4079	.	102	40	7	0.7183098591549296	31	10	129	10	0.07194244604316546	31	114	22	7	0.8382352941176471	30	8	128	7	0.058823529411764705	30	211	40	23	0.8406374501992032	57	19	232	23	0.07569721115537849	57
chr13:42424881-42424981	chr13	42424881	42424981	L1PA2_dup4084	.	80	10	8	0.8888888888888888	20	5	86	7	0.054945054945054944	20	91	3	6	0.9680851063829787	20	2	92	6	0.02127659574468085	20	220	4	22	0.9821428571428571	53	4	223	19	0.01762114537444934	53
chr13:47781889-47781989	chr13	47781889	47781989	L1PA2_dup4099	.	68	7	3	0.9066666666666666	17	2	73	3	0.02666666666666667	17	100	2	5	0.9803921568627451	22	1	101	5	0.00980392156862745	22	206	3	20	0.9856459330143541	50	0	209	20	0.0	50
chr13:58678543-58678643	chr13	58678543	58678643	L1PA2_dup4124	.	122	7	15	0.9457364341085271	20	4	124	16	0.03125	20	102	7	11	0.9357798165137615	15	3	106	11	0.027522935779816515	15	294	5	26	0.9832775919732442	47	3	300	22	0.009900990099009901	47
chr2:66391131-66391231	chr2	66391131	66391231	L1PA2_dup414	.	90	53	11	0.6293706293706294	24	17	125	12	0.11971830985915492	24	84	25	14	0.7706422018348624	18	14	96	13	0.12727272727272726	18	262	19	22	0.9323843416370107	45	10	275	18	0.03508771929824561	45
chr13:73640528-73640628	chr13	73640528	73640628	L1PA2_dup4142	.	74	12	4	0.8604651162790697	23	5	81	4	0.05813953488372093	23	53	2	0	0.9636363636363636	14	1	54	0	0.01818181818181818	14	139	13	6	0.9144736842105263	42	7	145	6	0.046052631578947366	42
chr13:85123205-85123305	chr13	85123205	85123305	L1PA2_dup4167	.	100	14	14	0.8771929824561403	22	5	110	13	0.043478260869565216	22	94	10	14	0.9038461538461539	20	9	96	13	0.08571428571428572	20	243	12	17	0.9529411764705882	48	5	250	17	0.0196078431372549	48
chr13:89087886-89087986	chr13	89087886	89087986	L1PA2_dup4172	.	56	11	6	0.835820895522388	13	8	59	6	0.11940298507462686	13	97	11	7	0.8981481481481481	20	3	105	7	0.027777777777777776	20	262	7	16	0.9739776951672863	49	3	265	17	0.011194029850746268	49
chr13:106935263-106935363	chr13	106935263	106935363	L1PA2_dup4202	.	80	18	10	0.8163265306122449	23	7	90	11	0.07216494845360824	23	133	15	7	0.8986486486486487	31	8	141	6	0.053691275167785234	31	173	4	12	0.9774011299435028	39	2	175	12	0.011299435028248588	39
